smallcode,total,APPROVED BY Pengawas,COMPLETED BY Admin Kabupaten,DRAFT,EDITED BY Admin Kabupaten,OPEN,REJECTED BY Admin Kabupaten,REJECTED BY Pengawas,REVOKED BY Admin Kabupaten,REVOKED BY Pengawas,SUBMITTED BY Pencacah,SUBMITTED RESPONDENT
6.40904E+15,176,162,0,9,0,5,0,0,0,0,0,0
6.40904E+15,160,143,0,9,0,7,0,1,0,0,0,0
6.40904E+15,180,158,0,10,0,7,0,0,0,0,5,0
6.40904E+15,153,135,0,11,0,7,0,0,0,0,0,0
6.40904E+15,152,139,0,6,0,7,0,0,0,0,0,0
6.40904E+15,6,0,0,0,0,6,0,0,0,0,0,0
6.40904E+15,8,0,0,0,0,8,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,19,0,0,10,0,5,0,0,0,0,4,0
6.40904E+15,20,0,0,12,0,7,0,0,0,0,1,0
6.40904E+15,12,0,0,5,0,7,0,0,0,0,0,0
6.40904E+15,156,153,0,1,2,0,0,0,0,0,0,0
6.40904E+15,105,102,0,0,0,0,0,0,0,0,3,0
6.40904E+15,92,87,0,0,0,1,0,0,0,1,3,0
6.40904E+15,77,77,0,0,0,0,0,0,0,0,0,0
6.40904E+15,75,0,0,1,0,71,0,0,0,0,3,0
6.40904E+15,81,81,0,0,0,0,0,0,0,0,0,0
6.40904E+15,92,52,0,2,0,3,0,0,0,0,35,0
6.40904E+15,55,0,0,0,0,55,0,0,0,0,0,0
6.40904E+15,19,0,0,0,0,19,0,0,0,0,0,0
6.40904E+15,62,60,0,0,0,0,0,0,0,2,0,0
6.40904E+15,62,16,0,0,0,44,0,0,0,0,2,0
6.40904E+15,80,79,0,0,0,1,0,0,0,0,0,0
6.40904E+15,110,101,0,0,0,2,0,3,0,1,3,0
6.40904E+15,72,33,0,0,0,10,0,0,0,0,29,0
6.40904E+15,36,35,1,0,0,0,0,0,0,0,0,0
6.40904E+15,80,0,0,0,0,80,0,0,0,0,0,0
6.40904E+15,54,9,0,3,0,40,0,0,0,2,0,0
6.40904E+15,64,11,0,1,0,50,0,2,0,0,0,0
6.40904E+15,71,15,0,0,0,56,0,0,0,0,0,0
6.40904E+15,121,49,0,16,0,35,0,2,0,0,19,0
6.40904E+15,130,92,0,11,1,8,0,0,0,1,17,0
6.40904E+15,93,93,0,0,0,0,0,0,0,0,0,0
6.40904E+15,65,16,0,0,0,7,0,0,0,0,42,0
6.40904E+15,53,5,0,0,0,48,0,0,0,0,0,0
6.40904E+15,45,3,0,0,0,42,0,0,0,0,0,0
6.40904E+15,59,25,0,7,0,27,0,0,0,0,0,0
6.40904E+15,61,42,0,1,0,0,0,0,0,0,18,0
6.40904E+15,78,0,0,0,0,1,0,1,0,0,76,0
6.40904E+15,102,0,0,0,0,102,0,0,0,0,0,0
6.40904E+15,64,0,0,0,0,64,0,0,0,0,0,0
6.40904E+15,53,0,0,0,0,53,0,0,0,0,0,0
6.40904E+15,76,74,0,2,0,0,0,0,0,0,0,0
6.40904E+15,101,21,0,0,0,73,0,0,0,0,7,0
6.40904E+15,63,56,0,3,0,1,0,0,1,0,2,0
6.40904E+15,52,5,0,1,0,46,0,0,0,0,0,0
6.40904E+15,60,12,0,0,0,48,0,0,0,0,0,0
6.40904E+15,127,107,0,0,0,2,0,2,0,0,16,0
6.40904E+15,50,50,0,0,0,0,0,0,0,0,0,0
6.40904E+15,84,84,0,0,0,0,0,0,0,0,0,0
6.40904E+15,79,79,0,0,0,0,0,0,0,0,0,0
6.40904E+15,72,10,0,1,0,61,0,0,0,0,0,0
6.40904E+15,65,37,0,1,0,27,0,0,0,0,0,0
6.40904E+15,53,3,0,0,0,50,0,0,0,0,0,0
6.40904E+15,89,80,0,3,0,5,0,0,0,0,0,1
6.40904E+15,47,47,0,0,0,0,0,0,0,0,0,0
6.40904E+15,123,116,0,0,0,6,0,0,0,0,1,0
6.40904E+15,57,48,0,8,0,0,0,1,0,0,0,0
6.40904E+15,86,36,0,1,0,49,0,0,0,0,0,0
6.40904E+15,69,0,0,0,0,69,0,0,0,0,0,0
6.40904E+15,69,59,0,4,0,5,0,0,0,1,0,0
6.40904E+15,48,48,0,0,0,0,0,0,0,0,0,0
6.40904E+15,63,62,0,1,0,0,0,0,0,0,0,0
6.40904E+15,53,53,0,0,0,0,0,0,0,0,0,0
6.40904E+15,68,21,0,2,0,45,0,0,0,0,0,0
6.40904E+15,66,0,0,0,0,47,0,1,0,0,18,0
6.40904E+15,105,98,1,3,0,3,0,0,0,0,0,0
6.40904E+15,217,183,0,0,0,10,0,1,0,0,23,0
6.40904E+15,94,92,0,0,0,0,0,2,0,0,0,0
6.40904E+15,128,126,1,0,0,1,0,0,0,0,0,0
6.40904E+15,60,13,0,0,0,39,0,0,0,1,7,0
6.40904E+15,61,50,0,0,0,5,0,0,0,1,5,0
6.40904E+15,137,0,0,0,0,109,0,23,0,0,5,0
6.40904E+15,19,0,0,0,0,17,0,2,0,0,0,0
6.40904E+15,70,10,0,0,0,54,0,6,0,0,0,0
6.40904E+15,135,102,0,0,0,9,0,5,0,0,19,0
6.40904E+15,61,58,0,0,0,3,0,0,0,0,0,0
6.40904E+15,78,77,0,0,0,1,0,0,0,0,0,0
6.40904E+15,100,100,0,0,0,0,0,0,0,0,0,0
6.40904E+15,123,122,0,0,0,0,0,0,0,0,1,0
6.40904E+15,82,25,0,0,0,57,0,0,0,0,0,0
6.40904E+15,47,12,0,0,0,35,0,0,0,0,0,0
6.40904E+15,69,32,0,0,0,37,0,0,0,0,0,0
6.40904E+15,198,144,0,0,0,49,0,0,0,0,5,0
6.40904E+15,202,201,0,0,0,0,0,0,0,0,1,0
6.40904E+15,95,44,0,11,0,40,0,0,0,0,0,0
6.40904E+15,105,32,0,0,0,73,0,0,0,0,0,0
6.40904E+15,79,24,0,0,0,55,0,0,0,0,0,0
6.40904E+15,37,10,0,0,0,27,0,0,0,0,0,0
6.40904E+15,49,11,0,1,0,37,0,0,0,0,0,0
6.40904E+15,53,49,0,3,0,1,0,0,0,0,0,0
6.40904E+15,182,164,2,10,0,0,0,0,0,4,2,0
6.40904E+15,132,52,0,1,0,78,0,1,0,0,0,0
6.40904E+15,96,24,0,0,0,63,0,1,0,0,6,2
6.40904E+15,82,81,0,0,0,0,0,0,0,0,1,0
6.40904E+15,119,10,0,0,0,109,0,0,0,0,0,0
6.40904E+15,218,213,0,1,0,3,0,0,0,0,1,0
6.40904E+15,72,0,0,0,0,72,0,0,0,0,0,0
6.40904E+15,97,0,0,0,0,97,0,0,0,0,0,0
6.40904E+15,73,71,0,2,0,0,0,0,0,0,0,0
6.40904E+15,64,56,0,0,0,0,0,8,0,0,0,0
6.40904E+15,132,40,0,28,0,42,0,0,0,0,22,0
6.40904E+15,153,10,0,1,0,95,0,0,0,0,47,0
6.40904E+15,118,4,0,0,0,114,0,0,0,0,0,0
6.40904E+15,61,0,0,0,0,58,0,0,0,0,3,0
6.40904E+15,68,6,0,9,0,12,0,0,0,0,41,0
6.40904E+15,47,1,0,0,0,0,0,0,0,0,46,0
6.40904E+15,94,17,0,6,0,12,0,1,0,0,58,0
6.40904E+15,196,114,0,20,0,60,0,2,0,0,0,0
6.40904E+15,89,13,0,11,0,53,0,7,0,0,5,0
6.40904E+15,150,22,0,25,0,101,0,0,0,0,2,0
6.40904E+15,87,22,0,19,0,46,0,0,0,0,0,0
6.40904E+15,106,32,0,0,0,74,0,0,0,0,0,0
6.40904E+15,57,22,0,1,0,34,0,0,0,0,0,0
6.40904E+15,67,67,0,0,0,0,0,0,0,0,0,0
6.40904E+15,74,48,0,7,0,14,0,0,0,0,5,0
6.40904E+15,41,10,0,0,0,31,0,0,0,0,0,0
6.40904E+15,50,42,0,3,0,0,0,5,0,0,0,0
6.40904E+15,86,22,0,0,0,64,0,0,0,0,0,0
6.40904E+15,74,25,0,0,0,49,0,0,0,0,0,0
6.40904E+15,115,16,0,0,0,99,0,0,0,0,0,0
6.40904E+15,124,0,0,13,0,60,0,46,0,1,4,0
6.40904E+15,65,13,0,0,0,52,0,0,0,0,0,0
6.40904E+15,43,0,0,1,0,42,0,0,0,0,0,0
6.40904E+15,51,9,0,4,0,38,0,0,0,0,0,0
6.40904E+15,54,0,0,9,0,17,0,0,0,0,28,0
6.40904E+15,164,157,0,6,0,0,0,0,0,1,0,0
6.40904E+15,81,13,0,0,0,68,0,0,0,0,0,0
6.40904E+15,193,185,0,3,3,0,0,0,0,0,2,0
6.40904E+15,18,5,0,2,0,10,0,0,0,0,0,1
6.40904E+15,47,0,0,0,0,47,0,0,0,0,0,0
6.40904E+15,55,49,1,1,1,3,0,0,0,0,0,0
6.40904E+15,62,2,0,0,0,44,0,1,0,0,15,0
6.40904E+15,174,19,0,0,0,154,0,1,0,0,0,0
6.40904E+15,214,196,0,13,0,4,0,1,0,0,0,0
6.40904E+15,145,144,0,1,0,0,0,0,0,0,0,0
6.40904E+15,120,118,0,0,2,0,0,0,0,0,0,0
6.40904E+15,114,0,0,0,0,114,0,0,0,0,0,0
6.40904E+15,140,65,0,0,0,54,0,0,0,0,21,0
6.40904E+15,89,30,0,0,0,59,0,0,0,0,0,0
6.40904E+15,105,2,0,0,0,103,0,0,0,0,0,0
6.40904E+15,70,39,0,7,0,21,0,0,0,0,3,0
6.40904E+15,62,8,0,5,0,49,0,0,0,0,0,0
6.40904E+15,29,0,0,0,0,29,0,0,0,0,0,0
6.40904E+15,100,0,0,0,0,100,0,0,0,0,0,0
6.40904E+15,131,119,0,4,0,5,0,0,0,0,3,0
6.40904E+15,101,11,0,0,0,20,0,0,0,0,70,0
6.40904E+15,89,18,0,0,0,2,0,0,0,0,69,0
6.40904E+15,163,151,0,0,5,4,0,0,0,2,1,0
6.40904E+15,109,0,0,0,0,109,0,0,0,0,0,0
6.40904E+15,5,0,0,0,0,5,0,0,0,0,0,0
6.40904E+15,95,0,0,0,0,95,0,0,0,0,0,0
6.40904E+15,124,4,0,0,0,120,0,0,0,0,0,0
6.40904E+15,10,1,0,0,0,9,0,0,0,0,0,0
6.40904E+15,144,23,0,18,0,57,0,4,0,0,42,0
6.40904E+15,50,11,0,0,0,0,0,0,0,0,39,0
6.40904E+15,73,10,0,16,0,25,0,0,0,0,22,0
6.40904E+15,101,22,0,6,0,4,0,1,0,0,68,0
6.40904E+15,87,43,0,27,0,15,0,2,0,0,0,0
6.40904E+15,54,16,0,1,0,3,0,14,0,0,20,0
6.40904E+15,108,0,0,30,0,78,0,0,0,0,0,0
6.40904E+15,101,61,0,4,0,36,0,0,0,0,0,0
6.40904E+15,70,66,0,0,0,4,0,0,0,0,0,0
6.40904E+15,121,41,0,31,0,48,0,0,0,0,1,0
6.40904E+15,217,64,0,3,0,150,0,0,0,0,0,0
6.40904E+15,146,143,1,0,2,0,0,0,0,0,0,0
6.40904E+15,83,0,0,8,0,69,0,0,0,0,6,0
6.40904E+15,64,61,0,0,0,1,0,0,0,0,2,0
6.40904E+15,56,7,0,4,0,0,0,1,0,0,44,0
6.40904E+15,171,81,0,0,0,70,0,1,0,0,19,0
6.40904E+15,131,35,0,0,0,90,0,0,0,0,6,0
6.40904E+15,164,88,0,0,0,46,0,6,0,1,23,0
6.40904E+15,98,42,0,0,1,53,0,1,0,0,1,0
6.40904E+15,82,10,0,0,0,70,0,2,0,0,0,0
6.40904E+15,128,65,0,8,0,18,0,1,0,0,36,0
6.40904E+15,57,49,0,0,1,1,0,0,0,0,6,0
6.40904E+15,51,19,0,3,0,29,0,0,0,0,0,0
6.40904E+15,130,49,0,9,0,67,0,0,0,0,5,0
6.40904E+15,107,50,0,9,0,40,0,0,0,0,8,0
6.40904E+15,165,63,0,8,0,83,0,0,0,0,10,1
6.40904E+15,112,32,0,1,0,71,0,1,0,0,7,0
6.40904E+15,195,89,0,19,0,31,0,1,0,0,55,0
6.40904E+15,63,51,0,4,0,4,0,1,0,0,3,0
6.40904E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40904E+15,82,32,0,0,0,49,0,1,0,0,0,0
6.40904E+15,89,33,0,0,0,56,0,0,0,0,0,0
6.40904E+15,17,7,0,0,0,10,0,0,0,0,0,0
6.40904E+15,66,20,0,0,0,46,0,0,0,0,0,0
6.40904E+15,93,69,0,0,0,23,0,1,0,0,0,0
6.40904E+15,10,10,0,0,0,0,0,0,0,0,0,0
6.40904E+15,100,62,0,4,1,32,0,0,0,0,1,0
6.40904E+15,83,76,0,4,0,0,0,0,0,1,2,0
6.40904E+15,139,123,0,4,0,5,0,0,0,0,7,0
6.40904E+15,107,26,0,0,0,78,0,0,0,0,3,0
6.40904E+15,98,0,0,1,0,96,0,0,0,0,0,1
6.40904E+15,215,36,0,3,0,168,0,0,0,0,8,0
