smallcode,total,APPROVED BY Pengawas,COMPLETED BY Admin Kabupaten,DRAFT,EDITED BY Admin Kabupaten,OPEN,REJECTED BY Admin Kabupaten,REJECTED BY Pengawas,REVOKED BY Admin Kabupaten,REVOKED BY Pengawas,SUBMITTED BY Pencacah,SUBMITTED RESPONDENT
6.40903E+15,212,43,0,53,0,116,0,0,0,0,0,0
6.40903E+15,136,14,0,27,0,95,0,0,0,0,0,0
6.40903E+15,199,156,0,3,0,39,0,1,0,0,0,0
6.40903E+15,204,143,0,0,0,60,0,0,0,0,1,0
6.40903E+15,211,9,0,44,0,155,0,3,0,0,0,0
6.40903E+15,288,283,0,1,0,2,0,1,0,0,0,1
6.40903E+15,116,41,0,0,0,53,0,1,0,0,21,0
6.40903E+15,149,1,0,0,0,143,0,0,0,0,5,0
6.40903E+15,108,0,0,0,0,88,0,0,0,0,20,0
6.40903E+15,172,0,0,0,0,161,0,0,0,0,11,0
6.40903E+15,187,13,0,0,0,170,0,1,0,0,3,0
6.40903E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40903E+15,6,0,0,0,0,6,0,0,0,0,0,0
6.40903E+15,9,0,0,0,0,9,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,188,159,0,2,0,16,0,6,0,0,5,0
6.40903E+15,170,152,0,3,0,6,0,8,0,0,1,0
6.40903E+15,166,161,0,0,0,3,0,1,0,0,1,0
6.40903E+15,78,75,0,3,0,0,0,0,0,0,0,0
6.40903E+15,155,94,0,0,0,61,0,0,0,0,0,0
6.40903E+15,43,8,0,0,0,35,0,0,0,0,0,0
6.40903E+15,28,21,0,0,0,3,0,0,0,0,4,0
6.40903E+15,165,79,0,4,0,56,0,4,0,0,22,0
6.40903E+15,128,3,0,0,0,125,0,0,0,0,0,0
6.40903E+15,123,118,0,1,0,0,0,4,0,0,0,0
6.40903E+15,205,69,0,0,0,134,0,0,0,0,2,0
6.40903E+15,248,203,0,6,3,30,0,6,0,0,0,0
6.40903E+15,198,197,0,0,0,0,0,0,0,0,1,0
6.40903E+15,154,115,0,7,0,30,0,1,0,1,0,0
6.40903E+15,253,237,0,3,0,0,0,0,0,0,13,0
6.40903E+15,246,235,0,0,2,6,0,1,0,0,2,0
6.40903E+15,211,173,0,3,6,27,0,1,0,0,1,0
6.40903E+15,214,128,0,0,2,80,0,1,0,0,3,0
6.40903E+15,131,89,0,0,0,41,0,1,0,0,0,0
6.40903E+15,196,37,0,15,0,35,0,0,0,0,109,0
6.40903E+15,205,201,0,0,1,0,0,2,0,0,1,0
6.40903E+15,184,34,0,0,0,143,0,4,0,0,3,0
6.40903E+15,66,0,0,3,0,63,0,0,0,0,0,0
6.40903E+15,188,69,0,32,0,67,0,0,0,0,20,0
6.40903E+15,90,0,0,0,0,90,0,0,0,0,0,0
6.40903E+15,184,148,0,3,0,28,0,4,0,0,1,0
6.40903E+15,145,65,0,6,0,60,0,2,0,0,12,0
6.40903E+15,128,0,0,0,0,128,0,0,0,0,0,0
6.40903E+15,60,0,0,0,0,60,0,0,0,0,0,0
6.40903E+15,152,0,0,0,0,152,0,0,0,0,0,0
6.40903E+15,155,0,0,0,0,155,0,0,0,0,0,0
6.40903E+15,60,0,0,0,0,60,0,0,0,0,0,0
6.40903E+15,118,0,0,0,0,118,0,0,0,0,0,0
6.40903E+15,268,252,0,0,0,8,0,0,0,0,7,1
6.40903E+15,137,11,0,0,0,126,0,0,0,0,0,0
6.40903E+15,102,0,0,0,0,102,0,0,0,0,0,0
6.40903E+15,141,0,0,0,0,141,0,0,0,0,0,0
6.40903E+15,70,0,0,0,0,70,0,0,0,0,0,0
6.40903E+15,168,74,0,0,0,91,0,0,0,0,3,0
6.40903E+15,207,203,0,0,0,4,0,0,0,0,0,0
6.40903E+15,154,8,0,0,0,146,0,0,0,0,0,0
6.40903E+15,158,38,0,0,0,50,0,0,0,0,70,0
6.40903E+15,5,0,0,0,0,5,0,0,0,0,0,0
6.40903E+15,112,5,0,1,0,104,0,2,0,0,0,0
6.40903E+15,130,11,0,3,0,114,0,0,0,0,2,0
6.40903E+15,132,0,0,0,0,132,0,0,0,0,0,0
6.40903E+15,42,0,0,0,0,42,0,0,0,0,0,0
6.40903E+15,145,124,0,10,6,2,0,2,0,0,1,0
6.40903E+15,140,15,0,7,0,106,0,5,0,0,7,0
6.40903E+15,106,0,0,0,0,106,0,0,0,0,0,0
6.40903E+15,55,0,0,0,0,55,0,0,0,0,0,0
6.40903E+15,125,118,0,0,5,1,0,1,0,0,0,0
6.40903E+15,181,175,0,2,0,3,0,1,0,0,0,0
6.40903E+15,104,17,0,0,0,85,0,1,0,0,0,1
6.40903E+15,125,112,0,2,3,0,0,8,0,0,0,0
6.40903E+15,39,0,0,0,0,39,0,0,0,0,0,0
6.40903E+15,127,7,0,0,0,119,0,1,0,0,0,0
6.40903E+15,110,0,0,0,0,110,0,0,0,0,0,0
6.40903E+15,160,78,0,1,1,68,0,0,0,0,12,0
6.40903E+15,182,85,0,0,0,97,0,0,0,0,0,0
6.40903E+15,263,204,0,13,3,41,0,2,0,0,0,0
6.40903E+15,220,185,0,3,0,32,0,0,0,0,0,0
6.40903E+15,190,21,0,0,0,157,0,12,0,0,0,0
6.40903E+15,163,99,0,0,0,47,0,17,0,0,0,0
6.40903E+15,77,0,0,0,0,77,0,0,0,0,0,0
6.40903E+15,112,16,0,27,0,66,0,0,0,0,3,0
6.40903E+15,129,51,0,43,0,31,0,0,0,0,4,0
6.40903E+15,114,23,0,0,0,91,0,0,0,0,0,0
6.40903E+15,192,188,0,0,2,0,0,1,0,0,1,0
6.40903E+15,171,130,0,0,1,25,0,15,0,0,0,0
6.40903E+15,76,3,0,0,0,73,0,0,0,0,0,0
6.40903E+15,184,143,0,17,1,9,0,13,0,0,0,1
6.40903E+15,75,43,0,3,0,29,0,0,0,0,0,0
6.40903E+15,282,264,0,4,2,5,0,5,0,0,2,0
6.40903E+15,162,47,0,45,0,53,0,11,0,0,6,0
6.40903E+15,193,0,0,9,0,183,0,1,0,0,0,0
6.40903E+15,85,22,0,1,0,41,0,11,0,0,10,0
6.40903E+15,97,54,0,0,2,13,0,22,0,1,5,0
6.40903E+15,104,5,0,0,0,85,0,14,0,0,0,0
6.40903E+15,146,0,0,1,0,145,0,0,0,0,0,0
6.40903E+15,110,62,0,3,0,45,0,0,0,0,0,0
6.40903E+15,104,0,0,1,0,103,0,0,0,0,0,0
6.40903E+15,103,2,0,8,0,92,0,0,0,0,1,0
6.40903E+15,87,23,0,0,0,62,0,0,0,0,1,1
6.40903E+15,143,7,0,0,0,126,0,0,0,0,10,0
6.40903E+15,83,1,0,0,0,82,0,0,0,0,0,0
6.40903E+15,145,122,0,21,1,0,0,1,0,0,0,0
6.40903E+15,86,19,0,0,0,67,0,0,0,0,0,0
6.40903E+15,60,1,0,0,0,59,0,0,0,0,0,0
6.40903E+15,209,80,0,15,1,112,0,1,0,0,0,0
6.40903E+15,121,118,0,0,1,2,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,31,19,0,11,0,1,0,0,0,0,0,0
6.40903E+15,4,3,0,0,0,1,0,0,0,0,0,0
6.40903E+15,70,69,0,1,0,0,0,0,0,0,0,0
6.40903E+15,14,12,0,1,0,1,0,0,0,0,0,0
6.40903E+15,58,22,0,19,0,17,0,0,0,0,0,0
6.40903E+15,50,49,0,0,0,0,0,0,0,1,0,0
6.40903E+15,90,1,0,0,0,89,0,0,0,0,0,0
6.40903E+15,133,39,0,0,0,94,0,0,0,0,0,0
6.40903E+15,91,37,0,0,0,54,0,0,0,0,0,0
6.40903E+15,170,163,0,7,0,0,0,0,0,0,0,0
6.40903E+15,212,113,0,0,0,74,0,7,0,1,16,1
6.40903E+15,126,29,0,0,0,86,0,11,0,0,0,0
6.40903E+15,310,168,0,6,0,136,0,0,0,0,0,0
6.40903E+15,176,77,0,2,0,97,0,0,0,0,0,0
6.40903E+15,300,57,0,3,0,230,0,6,0,0,4,0
6.40903E+15,138,136,0,0,0,2,0,0,0,0,0,0
6.40903E+15,297,32,0,0,0,251,0,0,0,1,13,0
6.40903E+15,88,83,0,0,0,5,0,0,0,0,0,0
6.40903E+15,85,78,0,0,0,5,0,0,0,0,2,0
6.40903E+15,187,137,0,0,1,47,0,1,0,0,1,0
6.40903E+15,121,72,0,0,0,48,0,0,0,0,1,0
6.40903E+15,71,41,0,0,0,27,0,0,0,0,3,0
6.40903E+15,192,0,0,0,0,192,0,0,0,0,0,0
6.40903E+15,157,0,0,0,0,157,0,0,0,0,0,0
6.40903E+15,128,5,0,3,0,120,0,0,0,0,0,0
6.40903E+15,246,160,0,1,0,78,0,6,0,1,0,0
6.40903E+15,235,188,0,13,0,30,0,1,0,0,3,0
6.40903E+15,216,69,0,10,0,115,0,0,0,0,22,0
6.40903E+15,115,0,0,0,0,115,0,0,0,0,0,0
6.40903E+15,122,34,0,3,0,64,0,4,0,0,17,0
6.40903E+15,98,14,0,10,0,58,0,3,0,0,13,0
6.40903E+15,67,3,0,6,0,58,0,0,0,0,0,0
6.40903E+15,153,85,0,0,0,64,0,4,0,0,0,0
6.40903E+15,214,161,0,8,0,38,0,6,0,0,1,0
6.40903E+15,205,167,0,0,0,16,0,10,0,0,12,0
6.40903E+15,134,10,0,0,0,41,0,3,0,0,80,0
6.40903E+15,22,0,0,0,0,14,0,0,0,0,8,0
6.40903E+15,164,131,0,17,0,10,0,6,0,0,0,0
6.40903E+15,82,49,0,24,0,3,0,6,0,0,0,0
6.40903E+15,277,67,0,87,0,97,0,14,0,1,11,0
6.40903E+15,140,118,0,19,0,3,0,0,0,0,0,0
6.40903E+15,296,237,0,23,0,23,0,11,0,1,1,0
6.40903E+15,201,0,0,0,0,201,0,0,0,0,0,0
6.40903E+15,168,15,0,53,0,94,0,3,0,0,3,0
6.40903E+15,129,68,0,16,0,31,0,13,0,0,1,0
6.40903E+15,217,142,0,25,0,20,0,17,0,0,13,0
6.40903E+15,159,25,0,33,0,91,0,1,0,0,9,0
6.40903E+15,106,21,0,11,0,70,0,0,0,0,4,0
6.40903E+15,90,27,0,4,0,52,0,2,0,0,5,0
6.40903E+15,138,0,0,0,0,138,0,0,0,0,0,0
6.40903E+15,92,0,0,0,0,92,0,0,0,0,0,0
6.40903E+15,99,13,0,0,0,84,0,1,0,0,0,1
6.40903E+15,124,18,0,0,0,97,0,9,0,0,0,0
6.40903E+15,114,90,0,0,0,13,0,4,0,0,7,0
6.40903E+15,100,57,0,0,0,35,0,8,0,0,0,0
6.40903E+15,209,140,0,31,0,16,0,20,0,2,0,0
6.40903E+15,216,193,0,1,0,13,0,9,0,0,0,0
6.40903E+15,226,137,0,0,0,16,0,40,0,0,32,1
6.40903E+15,164,5,0,0,0,53,0,0,0,0,105,1
6.40903E+15,155,0,0,0,0,150,0,0,0,0,5,0
6.40903E+15,161,0,0,0,0,161,0,0,0,0,0,0
6.40903E+15,156,92,0,1,0,60,0,3,0,0,0,0
6.40903E+15,139,67,0,0,0,69,0,3,0,0,0,0
6.40903E+15,164,94,0,28,0,28,0,2,0,0,12,0
6.40903E+15,134,0,0,0,0,134,0,0,0,0,0,0
6.40903E+15,196,190,0,1,5,0,0,0,0,0,0,0
6.40903E+15,119,96,0,1,0,8,0,3,0,0,11,0
6.40903E+15,55,0,0,0,0,55,0,0,0,0,0,0
6.40903E+15,131,72,0,9,0,40,0,10,0,0,0,0
6.40903E+15,210,12,0,14,0,182,0,2,0,0,0,0
6.40903E+15,159,100,0,18,2,39,0,0,0,0,0,0
6.40903E+15,113,110,0,1,2,0,0,0,0,0,0,0
6.40903E+15,140,27,0,1,0,112,0,0,0,0,0,0
6.40903E+15,212,183,0,8,0,20,0,0,0,0,0,1
6.40903E+15,197,85,0,0,0,110,0,2,0,0,0,0
6.40903E+15,248,162,0,4,0,76,0,5,0,1,0,0
6.40903E+15,150,0,0,0,0,149,0,1,0,0,0,0
6.40903E+15,218,24,0,52,0,107,0,2,0,1,32,0
6.40903E+15,227,105,0,0,0,28,0,3,0,0,91,0
6.40903E+15,266,15,0,0,0,85,0,2,0,1,163,0
6.40903E+15,172,47,0,0,0,10,0,5,0,0,110,0
6.40903E+15,200,0,0,0,0,200,0,0,0,0,0,0
6.40903E+15,190,1,0,0,0,31,0,5,0,0,153,0
6.40903E+15,169,12,0,0,0,145,0,1,0,0,11,0
6.40903E+15,129,27,0,0,0,78,0,1,0,0,23,0
6.40903E+15,165,40,0,6,0,16,0,0,0,0,103,0
6.40903E+15,240,160,0,16,0,10,0,0,0,0,54,0
6.40903E+15,197,21,0,0,0,176,0,0,0,0,0,0
6.40903E+15,172,131,0,0,0,22,0,4,0,1,14,0
6.40903E+15,203,9,0,2,0,192,0,0,0,0,0,0
6.40903E+15,99,0,0,4,0,94,0,0,0,0,0,1
6.40903E+15,214,139,0,0,0,63,0,6,0,0,6,0
6.40903E+15,73,58,0,2,0,12,0,1,0,0,0,0
6.40903E+15,63,0,0,0,0,61,0,0,0,0,2,0
6.40903E+15,135,2,0,0,0,132,0,0,0,0,1,0
6.40903E+15,179,122,0,2,0,50,0,5,0,0,0,0
6.40903E+15,162,1,0,0,0,161,0,0,0,0,0,0
6.40903E+15,236,173,0,16,0,41,0,3,0,0,3,0
6.40903E+15,210,2,0,0,0,178,0,0,0,0,30,0
6.40903E+15,41,0,0,0,0,41,0,0,0,0,0,0
6.40903E+15,178,67,0,63,0,45,0,3,0,0,0,0
6.40903E+15,108,23,0,7,0,76,0,0,0,0,2,0
6.40903E+15,93,58,0,1,0,0,0,34,0,0,0,0
6.40903E+15,143,79,0,32,0,7,0,22,0,0,3,0
6.40903E+15,104,69,0,22,0,13,0,0,0,0,0,0
6.40903E+15,186,169,0,1,0,1,0,12,0,0,2,1
6.40903E+15,124,2,0,13,0,102,0,7,0,0,0,0
6.40903E+15,55,51,0,0,0,0,0,4,0,0,0,0
6.40903E+15,59,59,0,0,0,0,0,0,0,0,0,0
6.40903E+15,89,81,0,1,0,3,0,3,0,0,1,0
6.40903E+15,77,67,0,5,0,4,0,0,0,0,1,0
6.40903E+15,99,0,0,0,0,99,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,92,15,0,0,0,77,0,0,0,0,0,0
6.40903E+15,105,13,0,4,0,88,0,0,0,0,0,0
6.40903E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40903E+15,158,158,0,0,0,0,0,0,0,0,0,0
6.40903E+15,121,120,0,1,0,0,0,0,0,0,0,0
6.40903E+15,231,180,0,3,0,47,0,1,0,0,0,0
6.40903E+15,159,102,0,7,0,49,0,1,0,0,0,0
6.40903E+15,89,22,0,8,0,55,0,3,0,0,1,0
6.40903E+15,147,100,0,10,0,10,0,27,0,0,0,0
6.40903E+15,203,0,0,0,0,203,0,0,0,0,0,0
6.40903E+15,195,89,0,5,0,6,0,4,0,0,91,0
6.40903E+15,50,0,0,0,0,50,0,0,0,0,0,0
6.40903E+15,136,0,0,1,0,135,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,157,98,0,10,0,0,0,45,0,0,4,0
6.40903E+15,112,29,0,10,0,17,0,9,0,0,47,0
6.40903E+15,186,10,0,38,0,90,0,1,0,0,47,0
6.40903E+15,108,36,0,6,0,18,0,4,0,0,44,0
6.40903E+15,97,0,0,0,0,96,0,0,0,0,0,1
6.40903E+15,72,0,0,0,0,72,0,0,0,0,0,0
6.40903E+15,53,0,0,15,0,37,0,0,0,0,1,0
6.40903E+15,159,151,0,0,0,5,0,2,0,0,1,0
6.40903E+15,164,53,0,4,0,51,0,6,0,0,50,0
6.40903E+15,194,62,0,21,0,108,0,3,0,0,0,0
6.40903E+15,105,0,0,0,0,105,0,0,0,0,0,0
6.40903E+15,90,0,0,0,0,90,0,0,0,0,0,0
6.40903E+15,130,0,0,0,0,130,0,0,0,0,0,0
6.40903E+15,135,0,0,0,0,135,0,0,0,0,0,0
6.40903E+15,4,0,0,0,0,4,0,0,0,0,0,0
6.40903E+15,74,0,0,0,0,74,0,0,0,0,0,0
6.40903E+15,64,0,0,1,0,63,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,232,157,0,18,0,46,0,0,0,0,11,0
6.40903E+15,146,23,0,0,0,123,0,0,0,0,0,0
6.40903E+15,25,0,0,0,0,25,0,0,0,0,0,0
6.40903E+15,97,0,0,0,0,96,0,0,0,0,0,1
6.40903E+15,206,194,0,0,1,10,0,0,0,0,1,0
6.40903E+15,190,24,0,38,0,71,0,6,0,0,51,0
6.40903E+15,158,37,0,1,0,120,0,0,0,0,0,0
6.40903E+15,172,52,0,14,0,40,0,20,0,0,46,0
6.40903E+15,150,47,0,11,0,67,0,2,0,0,23,0
6.40903E+15,154,45,0,0,0,109,0,0,0,0,0,0
6.40903E+15,98,3,0,0,0,95,0,0,0,0,0,0
6.40903E+15,216,116,0,6,0,23,0,52,0,0,19,0
6.40903E+15,106,2,0,0,0,102,0,0,0,0,0,2
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,125,26,0,1,0,80,0,4,0,0,14,0
6.40903E+15,23,7,0,0,0,16,0,0,0,0,0,0
6.40903E+15,3,1,0,0,0,2,0,0,0,0,0,0
6.40903E+15,9,9,0,0,0,0,0,0,0,0,0,0
6.40903E+15,14,4,0,0,0,10,0,0,0,0,0,0
6.40903E+15,23,16,0,2,0,1,0,0,0,0,4,0
6.40903E+15,126,60,0,38,0,5,0,0,0,0,23,0
6.40903E+15,168,85,0,13,0,70,0,0,0,0,0,0
6.40903E+15,165,164,0,1,0,0,0,0,0,0,0,0
6.40903E+15,149,134,0,6,1,1,0,2,0,0,5,0
6.40903E+15,114,23,0,3,0,88,0,0,0,0,0,0
6.40903E+15,156,17,0,1,0,138,0,0,0,0,0,0
6.40903E+15,18,0,0,0,0,18,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,127,81,0,0,1,1,0,7,0,0,37,0
6.40903E+15,107,62,0,11,0,25,0,0,0,0,9,0
6.40903E+15,99,0,0,0,0,99,0,0,0,0,0,0
6.40903E+15,136,86,0,5,1,39,0,0,0,0,5,0
6.40903E+15,127,0,0,0,0,127,0,0,0,0,0,0
6.40903E+15,54,12,0,0,0,42,0,0,0,0,0,0
6.40903E+15,99,0,0,0,0,99,0,0,0,0,0,0
6.40903E+15,156,150,0,0,4,0,0,1,0,0,0,1
6.40903E+15,79,0,0,0,0,79,0,0,0,0,0,0
6.40903E+15,84,0,0,0,0,84,0,0,0,0,0,0
6.40903E+15,65,0,0,0,0,64,0,0,0,0,0,1
6.40903E+15,74,0,0,0,0,74,0,0,0,0,0,0
6.40903E+15,83,80,0,1,0,0,0,2,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,233,191,0,0,0,26,0,10,0,1,5,0
6.40903E+15,108,63,0,0,0,6,0,12,0,0,27,0
6.40903E+15,179,0,0,0,0,179,0,0,0,0,0,0
6.40903E+15,139,122,0,4,1,6,0,4,0,0,2,0
6.40903E+15,118,67,0,2,0,37,0,8,0,0,4,0
6.40903E+15,184,84,0,0,0,46,0,3,0,0,51,0
6.40903E+15,51,2,0,0,0,34,0,0,0,0,15,0
6.40903E+15,72,28,0,0,0,44,0,0,0,0,0,0
6.40903E+15,45,0,0,0,0,45,0,0,0,0,0,0
6.40903E+15,175,15,0,0,0,49,0,0,0,0,111,0
6.40903E+15,78,21,0,0,0,49,0,0,0,0,8,0
6.40903E+15,110,11,0,0,0,83,0,0,0,0,16,0
6.40903E+15,191,2,0,5,0,183,0,0,0,0,0,1
6.40903E+15,3,0,0,0,0,2,0,0,0,0,1,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,38,7,0,0,0,29,0,0,0,0,2,0
6.40903E+15,68,3,0,3,0,36,0,0,0,0,26,0
6.40903E+15,38,2,0,0,0,34,0,0,0,0,2,0
6.40903E+15,41,9,0,0,0,32,0,0,0,0,0,0
6.40903E+15,32,5,0,0,0,23,0,0,0,0,4,0
6.40903E+15,65,31,0,3,0,4,0,0,0,0,27,0
6.40903E+15,49,5,0,2,0,30,0,0,0,0,12,0
6.40903E+15,49,26,0,2,0,0,0,3,0,0,18,0
6.40903E+15,49,16,0,3,0,7,0,0,0,0,23,0
6.40903E+15,34,2,0,1,0,30,0,0,0,0,1,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,70,0,0,0,0,70,0,0,0,0,0,0
6.40903E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40903E+15,47,0,0,0,0,47,0,0,0,0,0,0
6.40903E+15,58,0,0,0,0,47,0,0,0,0,11,0
6.40903E+15,91,0,0,0,0,46,0,0,0,0,45,0
6.40903E+15,122,17,0,0,0,8,0,0,0,0,97,0
6.40903E+15,235,42,0,50,0,137,0,0,0,0,6,0
6.40903E+15,198,97,0,1,0,48,0,0,0,1,51,0
6.40903E+15,108,0,0,0,0,52,0,0,0,0,56,0
6.40903E+15,52,26,0,0,0,22,0,3,0,0,1,0
6.40903E+15,122,120,0,0,0,0,0,0,0,0,2,0
6.40903E+15,103,0,0,0,0,103,0,0,0,0,0,0
6.40903E+15,77,26,0,0,0,32,0,2,0,1,16,0
6.40903E+15,160,117,0,3,4,1,0,1,0,1,31,2
6.40903E+15,80,3,0,0,0,62,0,0,0,0,15,0
6.40903E+15,221,185,0,0,0,12,0,3,0,1,20,0
6.40903E+15,228,177,0,0,0,0,0,49,0,0,2,0
6.40903E+15,259,244,0,6,0,3,0,0,0,0,6,0
6.40903E+15,98,11,0,2,0,85,0,0,0,0,0,0
6.40903E+15,72,12,0,0,0,60,0,0,0,0,0,0
6.40903E+15,175,156,0,6,0,0,0,3,0,0,10,0
6.40903E+15,64,60,0,1,1,0,0,0,0,0,2,0
6.40903E+15,227,137,0,35,0,3,0,5,0,0,47,0
6.40903E+15,142,9,0,0,0,132,0,0,0,0,1,0
6.40903E+15,129,67,0,22,0,34,0,2,0,0,4,0
6.40903E+15,269,53,0,12,0,151,0,1,0,0,52,0
6.40903E+15,372,116,0,0,0,236,0,4,0,0,16,0
6.40903E+15,93,7,0,0,0,86,0,0,0,0,0,0
6.40903E+15,55,0,0,0,0,55,0,0,0,0,0,0
6.40903E+15,39,0,0,0,0,39,0,0,0,0,0,0
6.40903E+15,126,37,0,0,0,89,0,0,0,0,0,0
6.40903E+15,132,19,0,0,0,113,0,0,0,0,0,0
6.40904E+15,90,4,0,1,0,84,0,1,0,0,0,0
6.40904E+15,104,69,0,10,0,19,0,6,0,0,0,0
6.40904E+15,103,31,0,50,0,20,0,2,0,0,0,0
6.40904E+15,84,19,0,35,0,30,0,0,0,0,0,0
6.40904E+15,103,91,0,1,0,3,0,0,0,0,8,0
6.40904E+15,151,73,0,0,0,60,0,5,0,0,12,1
6.40904E+15,113,1,0,0,0,112,0,0,0,0,0,0
6.40904E+15,76,38,0,0,0,33,0,2,0,0,3,0
6.40904E+15,53,14,0,0,0,39,0,0,0,0,0,0
6.40904E+15,202,182,0,8,2,2,0,4,0,0,4,0
6.40904E+15,82,0,0,13,0,67,0,0,0,0,2,0
6.40904E+15,123,0,0,0,0,123,0,0,0,0,0,0
6.40904E+15,141,106,0,3,0,32,0,0,0,0,0,0
6.40904E+15,37,10,0,0,0,27,0,0,0,0,0,0
6.40904E+15,146,107,0,11,0,4,0,0,0,0,24,0
6.40904E+15,175,13,0,3,0,159,0,0,0,0,0,0
6.40904E+15,54,2,0,0,0,52,0,0,0,0,0,0
6.40904E+15,114,86,0,17,0,4,0,0,0,0,7,0
6.40904E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40904E+15,43,1,0,8,0,28,0,0,0,0,6,0
6.40904E+15,51,0,0,0,0,51,0,0,0,0,0,0
6.40904E+15,84,83,0,1,0,0,0,0,0,0,0,0
6.40904E+15,82,30,0,11,0,10,0,0,0,1,30,0
6.40904E+15,90,0,0,0,0,90,0,0,0,0,0,0
6.40904E+15,5,0,0,0,0,5,0,0,0,0,0,0
6.40904E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40904E+15,1,0,0,0,0,1,0,0,0,0,0,0
6.40904E+15,94,86,0,0,0,0,0,8,0,0,0,0
6.40904E+15,138,48,0,0,0,65,0,7,0,0,18,0
6.40904E+15,123,95,1,0,0,0,0,27,0,0,0,0
6.40904E+15,101,87,0,0,0,0,0,13,0,1,0,0
6.40904E+15,247,188,0,30,0,11,0,2,0,0,16,0
6.40904E+15,214,98,0,1,0,56,0,7,0,0,52,0
6.40904E+15,116,16,0,0,0,100,0,0,0,0,0,0
6.40904E+15,28,7,0,0,0,4,0,0,0,0,17,0
6.40904E+15,99,37,0,0,0,59,0,0,0,0,3,0
6.40904E+15,81,21,0,0,0,57,0,1,0,0,2,0
6.40904E+15,121,0,0,48,0,73,0,0,0,0,0,0
6.40904E+15,127,0,0,13,0,114,0,0,0,0,0,0
6.40904E+15,84,13,0,0,0,71,0,0,0,0,0,0
6.40904E+15,169,0,0,16,0,121,0,9,0,0,22,1
6.40904E+15,91,46,0,6,0,39,0,0,0,0,0,0
6.40904E+15,50,34,0,3,0,13,0,0,0,0,0,0
6.40904E+15,116,79,0,8,0,28,0,1,0,0,0,0
6.40904E+15,156,39,0,18,0,81,0,6,0,0,12,0
6.40904E+15,101,0,0,0,0,101,0,0,0,0,0,0
6.40904E+15,108,103,0,4,0,1,0,0,0,0,0,0
6.40904E+15,164,127,0,11,0,12,0,1,0,0,13,0
6.40904E+15,182,133,0,19,0,15,0,4,0,0,11,0
6.40904E+15,139,0,0,52,0,36,0,0,0,0,51,0
6.40904E+15,166,145,0,16,0,5,0,0,0,0,0,0
6.40904E+15,8,0,0,7,0,0,0,0,0,0,1,0
6.40904E+15,34,0,0,0,0,34,0,0,0,0,0,0
6.40904E+15,150,73,0,33,0,9,0,32,0,0,3,0
6.40904E+15,19,0,0,10,0,8,0,0,0,0,1,0
6.40904E+15,121,98,0,15,0,8,0,0,0,0,0,0
6.40904E+15,10,2,0,2,0,6,0,0,0,0,0,0
6.40904E+15,12,1,0,3,0,7,0,0,0,0,1,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,8,1,0,0,0,7,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,9,0,0,2,0,7,0,0,0,0,0,0
6.40904E+15,4,0,0,1,0,3,0,0,0,0,0,0
6.40904E+15,10,1,0,2,0,7,0,0,0,0,0,0
6.40904E+15,14,0,0,7,0,7,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,11,0,0,3,0,8,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,38,30,0,1,0,7,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,46,39,0,0,0,7,0,0,0,0,0,0
6.40904E+15,7,0,0,0,0,7,0,0,0,0,0,0
6.40904E+15,46,37,0,1,0,7,0,0,0,0,1,0
6.40904E+15,170,152,0,9,0,6,0,0,0,0,3,0
